"","stateName","StateAbbrv","Year","OceanSector","Open_establishments","Open_employment","Open_wages","Open_rw","Open_GDP","Open_RealGDP","cpi_ref_year","GeoId","GeoName","GeoScale","OceanSect_Id","Establishments","Employment","Wages","GDP","RealGDP","noimpute_establishments","noimpute_employment","noimpute_wages","noimpute_GDP","noimpute_RealGDP"
"558","Connecticut","CT",2021,"Marine Transportation",132,11637,506272730,586108719.619059,916000000,842000000,2024,9000,"Connecticut","State",6,129,12647,611509116,895064383.988654,821232602.301519,66,10083,405596692,506000000,474000000
"559","Connecticut","CT",2021,"Offshore Mineral Resources",43,241,18800588,21765321.7880963,77000000,66000000,2024,9000,"Connecticut","State",3,42,211,15053979,82590397.8922765,83825057.3732318,30,182,13126645,63000000,51000000
"560","Connecticut","CT",2021,"Ship and Boat Building",20,8671,756626845,875942085.093109,130000000,129000000,2024,9000,"Connecticut","State",4,20,12548,1265747284,3040594774.77833,2776778386.23793,2,371,40626845,130000000,129000000
"561","Connecticut","CT",2021,"Tourism and Recreation",3185,39126,1108017440,1282744742.14389,2675000000,2293000000,2024,9000,"Connecticut","State",5,2872,34958,1060469063,2362348166.27192,1726286153.66005,2953,36726,1035692315,2410000000,2058000000
"562","Delaware","DE",2021,"Living Resources",36,180,11278570,13057129.0771105,15000000,12000000,2024,10000,"Delaware","State",2,36,262,12787618,28881260.9159766,23888562.1181717,28,175,7170861,2000000,2000000
"563","Delaware","DE",2021,"Marine Construction",29,79,4935888,5714246.13741541,9000000,8000000,2024,10000,"Delaware","State",1,28,70,4032343,7454562.70349259,5238207.47120751,29,79,4935888,9000000,8000000
"564","Delaware","DE",2021,"Marine Transportation",119,8463,453690757,525234903.17615,609000000,552000000,2024,10000,"Delaware","State",6,115,8518,445149624,565584828.528805,513186487.499221,97,7640,392403577,496000000,462000000
"565","Delaware","DE",2021,"Offshore Mineral Resources",10,52,3163125,3661929.96943486,2000000,2000000,2024,10000,"Delaware","State",3,10,73,4724403,7992173.15753369,8063344.34597754,4,9,659070,1000000,1000000
"566","Delaware","DE",2021,"Ship and Boat Building",3,10,445863,516172.758694372,1000000,1000000,2024,10000,"Delaware","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Delaware","DE",2021,"Tourism and Recreation",1269,20657,490318593,567638716.093188,1171000000,1015000000,2024,10000,"Delaware","State",5,1513,22708,544318573,1298237965.59452,997138685.367398,0,NA,NA,0,0
"568","Florida","FL",2021,"Living Resources",886,7397,360229241,417035101.286831,1154000000,996000000,2024,12000,"Florida","State",2,967,7546,375932925,993272954.283943,825541282.447985,566,4249,216147731,487000000,412000000
"569","Florida","FL",2021,"Marine Construction",822,10364,696094329,805863976.934507,1616000000,1418000000,2024,12000,"Florida","State",1,899,10311,689704104,1323255805.79458,929841714.426847,748,9842,665329996,1390000000,1219000000
"570","Florida","FL",2021,"Marine Transportation",1739,113729,6132576261,7099644525.18426,14366000000,13164000000,2024,12000,"Florida","State",6,1718,116941,6284810665,10043061507.4518,8681850700.94709,1141,95165,4533598572,7435000000,6798000000
"571","Florida","FL",2021,"Offshore Mineral Resources",297,1770,118343883,137005961.10678,418000000,372000000,2024,12000,"Florida","State",3,318,1619,103981970,345568666.145554,361860943.265973,128,561,33553914,67000000,67000000
"572","Florida","FL",2021,"Ship and Boat Building",500,14427,825797005,956019939.291666,1589000000,1572000000,2024,12000,"Florida","State",4,530,14318,818262845,1218085598.8536,1112396250.67188,331,7019,407703938,784000000,776000000
"573","Florida","FL",2021,"Tourism and Recreation",24781,419067,12168781094,14087720460.4098,26137000000,22798000000,2024,12000,"Florida","State",5,20156,396129,12335741187,25993684789.8366,19602178898.5204,21959,382545,10975925440,22160000000,19274000000
"574","Georgia","GA",2021,"Living Resources",33,1884,82875696,95944671.351656,21000000,18000000,2024,13000,"Georgia","State",2,137,1746,88786515,262353120.231861,221227914.574458,17,78,2958225,2000000,2000000
"575","Georgia","GA",2021,"Marine Construction",26,184,13136164,15207654.0614387,51000000,45000000,2024,13000,"Georgia","State",1,28,195,10321624,23256572.7100758,16342160.799745,15,121,6918507,16000000,14000000
"576","Georgia","GA",2021,"Marine Transportation",132,10599,512834727,593705501.550769,1563000000,1272000000,2024,13000,"Georgia","State",6,200,10912,551635777,791208429.499759,617954126.904728,98,10174,490223940,762000000,637000000
"577","Georgia","GA",2021,"Offshore Mineral Resources",8,32,2108906,2441467.27942818,13000000,11000000,2024,13000,"Georgia","State",3,9,51,3002083,10591959.2950962,10975108.2900591,NA,NA,NA,NA,NA
"578","Georgia","GA",2021,"Ship and Boat Building",36,1870,94463614,109359924.987317,267000000,264000000,2024,13000,"Georgia","State",4,38,1649,73494551,196201008.894062,179178028.926082,NA,NA,NA,NA,NA
"579","Georgia","GA",2021,"Tourism and Recreation",931,16821,408229402,472604582.694213,994000000,883000000,2024,13000,"Georgia","State",5,1005,15842,371620181,862507681.54943,652992365.239757,803,15461,375137031,883000000,784000000
"580","Hawaii","HI",2021,"Living Resources",144,1268,63141881,73098954.1900007,145000000,120000000,2024,15000,"Hawaii","State",2,152,1334,67780451,146309500.418725,124171982.521921,84,1200,58439047,106000000,87000000
"581","Hawaii","HI",2021,"Marine Construction",40,886,100225692,116030646.031836,188000000,165000000,2024,15000,"Hawaii","State",1,43,885,100225692,177428884.47658,124680210.887163,40,886,100225692,188000000,165000000
"582","Hawaii","HI",2021,"Marine Transportation",118,2444,229109722,265238867.915174,385000000,308000000,2024,15000,"Hawaii","State",6,108,3328,334439516,575560798.015485,399164678.308083,79,2667,282458761,506000000,415000000
"583","Hawaii","HI",2021,"Offshore Mineral Resources",8,105,11017418,12754795.4740518,34000000,28000000,2024,15000,"Hawaii","State",3,8,108,10841769,38585566.1839865,39046139.6823039,3,13,1250273,2000000,1000000
"584","Hawaii","HI",2021,"Ship and Boat Building",24,7133,709048476,820860909.976742,121000000,119000000,2024,15000,"Hawaii","State",4,26,7133,709048476,132041565.237708,120555347.384201,1,6459,651472639,108000000,107000000
"585","Hawaii","HI",2021,"Tourism and Recreation",4876,90599,3409352681,3946985910.35248,7996000000,7258000000,2024,15000,"Hawaii","State",5,4531,84687,3218066973,8103977757.23636,6336861972.74524,0,NA,NA,0,0
"586","Illinois","IL",2021,"Living Resources",75,1435,92686029,107302027.630446,158000000,137000000,2024,17000,"Illinois","State",2,138,1503,99251576,305838454.97071,256416007.679448,70,728,51491855,119000000,103000000
"587","Illinois","IL",2021,"Marine Construction",89,611,54223881,62774642.0826248,98000000,86000000,2024,17000,"Illinois","State",1,94,610,54223881,94764690.2092748,66590450.6245616,89,611,54223881,98000000,86000000
"588","Illinois","IL",2021,"Marine Transportation",304,16142,799730740,925843190.217888,1132000000,1054000000,2024,17000,"Illinois","State",6,407,16325,1075780221,2041187801.01546,2021662098.33729,239,12705,591127369,772000000,718000000
"589","Illinois","IL",2021,"Offshore Mineral Resources",52,276,25310132,29301378.9708073,61000000,54000000,2024,17000,"Illinois","State",3,56,258,25321316,51419445.9253161,52495473.8452986,42,159,14535426,27000000,27000000
"590","Illinois","IL",2021,"Ship and Boat Building",28,413,21245407,24595672.5289488,42000000,42000000,2024,17000,"Illinois","State",4,30,412,21248907,34612681.7188512,31609382.6768936,NA,NA,NA,NA,NA
"591","Illinois","IL",2021,"Tourism and Recreation",3414,52146,1572445314,1820409937.50849,3864000000,3386000000,2024,17000,"Illinois","State",5,2764,45722,1689753091,4436171885.61342,3391076545.2913,3078,49069,1477348586,3635000000,3191000000
"592","Indiana","IN",2021,"Living Resources",4,113,5824294,6742753.28124803,2000000,1000000,2024,18000,"Indiana","State",2,39,209,9692568,51178977.9637412,49285720.4724991,NA,NA,NA,NA,NA
"593","Indiana","IN",2021,"Marine Construction",16,392,33278112,38525858.8029603,122000000,107000000,2024,18000,"Indiana","State",1,17,750,85829304,161842774.982003,113725335.953564,NA,NA,NA,NA,NA
"594","Indiana","IN",2021,"Marine Transportation",43,2251,107944998,124967237.744728,138000000,128000000,2024,18000,"Indiana","State",6,82,4329,280524910,473773046.300574,489237467.915926,23,1636,80247493,101000000,94000000
"595","Indiana","IN",2021,"Offshore Mineral Resources",9,47,3222235,3730361.03238005,11000000,9000000,2024,18000,"Indiana","State",3,10,60,4272616,10301791.1002776,10426647.0892679,NA,NA,NA,NA,NA
"596","Indiana","IN",2021,"Ship and Boat Building",22,3314,245905978,284683786.373163,734000000,725000000,2024,18000,"Indiana","State",4,24,3314,245905978,685609777.392642,626116427.237934,NA,NA,NA,NA,NA
"597","Indiana","IN",2021,"Tourism and Recreation",396,6677,132107916,152940493.95209,290000000,247000000,2024,18000,"Indiana","State",5,396,6490,123743964,265654195.130135,193860067.570854,316,5882,115309927,237000000,200000000
"598","Louisiana","LA",2021,"Living Resources",294,3697,153676980,177910862.476376,510000000,438000000,2024,22000,"Louisiana","State",2,406,3859,155856247,508807916.21786,449584842.594222,171,1431,50730164,116000000,103000000
"599","Louisiana","LA",2021,"Marine Construction",146,5656,537176214,621885486.359427,1106000000,970000000,2024,22000,"Louisiana","State",1,144,5428,513684943,830921153.834731,583880583.560316,79,3479,371047790,656000000,576000000
"600","Louisiana","LA",2021,"Marine Transportation",514,14700,1140911057,1320825473.34781,2307000000,1908000000,2024,22000,"Louisiana","State",6,553,18083,1390517762,2218171217.51759,1597598671.39985,298,9877,729859034,1337000000,1082000000
"601","Louisiana","LA",2021,"Offshore Mineral Resources",514,13824,1518718580,1758210838.99071,6901000000,6260000000,2024,22000,"Louisiana","State",3,524,13105,1467561413,7578039200.62574,10283598543.7489,329,8132,795151464,2122000000,2379000000
"602","Louisiana","LA",2021,"Ship and Boat Building",113,5200,339504024,393041648.793285,631000000,624000000,2024,22000,"Louisiana","State",4,117,5198,339428970,611195645.839846,558174802.716865,27,1545,103941311,206000000,204000000
"603","Louisiana","LA",2021,"Tourism and Recreation",3284,43164,1078719687,1248826919.71688,2378000000,2068000000,2024,22000,"Louisiana","State",5,2848,41705,1015669426,2277594743.30029,1686550472.73607,2572,37686,938356021,2038000000,1779000000
"604","Maine","ME",2021,"Living Resources",801,3117,145866147,168868311.43327,454000000,397000000,2024,23000,"Maine","State",2,840,3544,170598907,475337141.847988,401743173.48901,734,2607,119386969,321000000,283000000
"605","Maine","ME",2021,"Marine Construction",42,218,13373390,15482288.9126331,29000000,25000000,2024,23000,"Maine","State",1,41,258,16412247,21368011.8203242,15015359.6575251,30,183,10869890,15000000,13000000
"606","Maine","ME",2021,"Marine Transportation",64,2156,104007006,120408249.72912,296000000,275000000,2024,23000,"Maine","State",6,54,2185,103755984,139780876.958122,130103230.705408,21,1593,72012968,91000000,84000000
"607","Maine","ME",2021,"Offshore Mineral Resources",14,62,3700178,4283673.2506662,15000000,13000000,2024,23000,"Maine","State",3,14,59,3055742,13495913.0047301,13632737.6425462,10,46,2569487,865000000,705000000
"608","Maine","ME",2021,"Ship and Boat Building",79,14424,1047779870,1213008089.9342,1343000000,1328000000,2024,23000,"Maine","State",4,85,14423,1047823249,942531367.273948,860750092.660176,37,7086,589752571,718000000,710000000
"609","Maine","ME",2021,"Tourism and Recreation",2906,32659,1019416014,1180171434.42798,2356000000,2060000000,2024,23000,"Maine","State",5,2599,28861,933424693,2036339979.96828,1529636199.90151,2341,27103,867769906,2020000000,1774000000
"610","Maryland","MD",2021,"Living Resources",163,2199,106014863,122732733.999917,267000000,231000000,2024,24000,"Maryland","State",2,211,2277,140691076,376186221.728194,306961077.089472,100,1000,38639958,59000000,51000000
"611","Maryland","MD",2021,"Marine Construction",116,1602,115785405,134044027.89599,264000000,231000000,2024,24000,"Maryland","State",1,121,1516,105893764,226574862.430472,159212337.47505,84,1210,86183771,196000000,172000000
"612","Maryland","MD",2021,"Marine Transportation",255,30818,1681939298,1947170425.81254,2786000000,2551000000,2024,24000,"Maryland","State",6,358,49127,3114588714,5738320817.66446,5963911096.59641,79,11877,467669868,665000000,581000000
"613","Maryland","MD",2021,"Offshore Mineral Resources",44,476,37959303,43945244.7438355,184000000,160000000,2024,24000,"Maryland","State",3,44,473,30997649,86719854.1366212,91065613.3945284,7,54,3688344,249000000,353000000
"614","Maryland","MD",2021,"Ship and Boat Building",70,966,60473896,70010244.6879794,168000000,166000000,2024,24000,"Maryland","State",4,30,412,25155682,58342051.9501534,53282945.1963028,7,127,9827525,26000000,26000000
"615","Maryland","MD",2021,"Tourism and Recreation",3848,60405,1612065786,1866278305.92851,3817000000,3291000000,2024,24000,"Maryland","State",5,3965,61299,1641243288,3702141718.43007,2719594274.97674,3244,51990,1334885681,2867000000,2426000000
"616","Massachusetts","MA",2021,"Living Resources",637,7546,576106578,666954921.185735,1444000000,1312000000,2024,25000,"Massachusetts","State",2,666,7770,631713023,1379122889.9,1155803076.6,527,7195,594315424,1237000000,1129000000
"617","Massachusetts","MA",2021,"Marine Construction",115,1093,117214886,135698928.715314,221000000,194000000,2024,25000,"Massachusetts","State",1,115,1023,104662246,171096226.56,120227615.93,99,1023,104662246,171000000,150000000
"618","Massachusetts","MA",2021,"Marine Transportation",257,14885,1362816466,1577723954.01337,7851000000,7160000000,2024,25000,"Massachusetts","State",6,264,13054,1214288833,2125800593,2195407478.2,168,12051,1122565634,2142000000,2093000000
"619","Massachusetts","MA",2021,"Offshore Mineral Resources",44,321,26736916,30953157.8158547,65000000,56000000,2024,25000,"Massachusetts","State",3,44,20,1847288,2919971.7589,2705330.3445,7,20,1847288,3000000,2000000
"620","Massachusetts","MA",2021,"Tourism and Recreation",4744,67227,2259073775,2615315338.01045,5079000000,4409000000,2024,25000,"Massachusetts","State",5,4761,64438,2145076045.9,4620888271.2,3415308124.1,4275,62149,2088445400,4548000000,3950000000
"621","Michigan","MI",2021,"Living Resources",118,922,36908122,42728299.4906957,78000000,70000000,2024,26000,"Michigan","State",2,172,1047,44250085,116326626.58,96659166.691,52,252,9336245,18000000,16000000
"622","Michigan","MI",2021,"Marine Construction",112,894,71100076,82312106.5621689,243000000,213000000,2024,26000,"Michigan","State",1,112,481,36012258,57159163.179,40165219.144,56,481,36012258,61000000,54000000
"623","Michigan","MI",2021,"Marine Transportation",295,26426,1318389569,1526291217.5504,2880000000,2674000000,2024,26000,"Michigan","State",6,294,27441,1483935481,1994755925.5,1912385959.8,135,24171,1192994358,1545000000,1445000000
"624","Michigan","MI",2021,"Offshore Mineral Resources",140,1043,83994059,97239387.9550053,695000000,612000000,2024,26000,"Michigan","State",3,140,119,7900864,21122513.998,22287006.123,23,119,7900864,21000000,19000000
"625","Michigan","MI",2021,"Ship and Boat Building",36,2443,134253918,155424906.797801,354000000,350000000,2024,26000,"Michigan","State",4,36,2443,134253918,284413411.07,259742417.35,NA,NA,NA,NA,NA
"626","Michigan","MI",2021,"Tourism and Recreation",4246,60420,1391260358,1610653266.69081,2924000000,2553000000,2024,26000,"Michigan","State",5,3557,48916,1106215105.4,2210486571.9,1626102986.7,2978,48663,1094395373,2078000000,1792000000
"627","Minnesota","MN",2021,"Living Resources",8,716,39481791,45707858.7990114,1000000,1000000,2024,27000,"Minnesota","State",2,57,910,53316073,120152964.953882,126813544.98787,NA,NA,NA,NA,NA
"628","Minnesota","MN",2021,"Marine Construction",12,366,35880901,41539090.8274731,141000000,123000000,2024,27000,"Minnesota","State",1,NA,NA,NA,NA,NA,10,366,35880901,67000000,59000000
"629","Minnesota","MN",2021,"Marine Transportation",20,326,29065764,33649250.0778032,229000000,203000000,2024,27000,"Minnesota","State",6,54,3104,277116380,539990301.663612,558746930.770129,7,174,21086561,110000000,97000000
"630","Minnesota","MN",2021,"Offshore Mineral Resources",7,24,2450667,2837122.35791519,5000000,4000000,2024,27000,"Minnesota","State",3,7,21,2217170,6004931.34197182,6773257.97699714,NA,NA,NA,NA,NA
"631","Minnesota","MN",2021,"Ship and Boat Building",21,1165,61249135,70907733.9465127,239000000,237000000,2024,27000,"Minnesota","State",4,21,1164,61249135,245670362.267963,224358708.514702,NA,NA,NA,NA,NA
"632","Minnesota","MN",2021,"Tourism and Recreation",338,4420,96611622,111846660.768832,211000000,188000000,2024,27000,"Minnesota","State",5,365,6308,139846144,299858657.644612,225077576.010751,221,3611,80210556,173000000,153000000
"633","Mississippi","MS",2021,"Living Resources",36,3136,111924908,129574755.753254,51000000,46000000,2024,28000,"Mississippi","State",2,128,2886,112810624,394503728.50071,368709001.012653,23,402,17239948,42000000,37000000
"634","Mississippi","MS",2021,"Marine Construction",19,125,7503751,8687045.12247123,13000000,11000000,2024,28000,"Mississippi","State",1,NA,NA,NA,NA,NA,13,71,4070414,7000000,6000000
"635","Mississippi","MS",2021,"Marine Transportation",43,721,39066411,45226936.5368651,60000000,50000000,2024,28000,"Mississippi","State",6,62,1874,131231555,176530744.722813,168864782.494081,8,226,11082073,13000000,13000000
"636","Mississippi","MS",2021,"Offshore Mineral Resources",9,32,1533657,1775505.8929197,11000000,9000000,2024,28000,"Mississippi","State",3,9,45,2462657,6487417.07075879,7193194.81071963,NA,NA,NA,NA,NA
"637","Mississippi","MS",2021,"Ship and Boat Building",28,13022,896994479,1038444802.01105,1586000000,1569000000,2024,28000,"Mississippi","State",4,30,13026,897257842,1428757348.99381,1304816516.46538,1,476,46697641,82000000,81000000
"638","Mississippi","MS",2021,"Tourism and Recreation",887,16214,301931724,349544437.255696,678000000,575000000,2024,28000,"Mississippi","State",5,899,16819,319359403,715114471.994357,522277962.345355,722,14403,263702499,588000000,493000000
"639","New Hampshire","NH",2021,"Living Resources",25,282,20317961,23521974.5059591,44000000,38000000,2024,33000,"New Hampshire","State",2,39,204,15613674,32110584.271,25825878.772,17,171,13438813,22000000,19000000
"640","New Hampshire","NH",2021,"Marine Construction",12,56,4618955,5347335.94160571,6000000,5000000,2024,33000,"New Hampshire","State",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","New Hampshire","NH",2021,"Marine Transportation",37,1878,127589920,147710039.058995,158000000,149000000,2024,33000,"New Hampshire","State",6,55,8719,991274023,1372920937.6,1502876525.5,25,1711,109363127,133000000,125000000
"642","New Hampshire","NH",2021,"Offshore Mineral Resources",15,124,8454785,9788051.30961026,15000000,16000000,2024,33000,"New Hampshire","State",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","New Hampshire","NH",2021,"Ship and Boat Building",7,95,4718559,5462645.73667731,8000000,8000000,2024,33000,"New Hampshire","State",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","New Hampshire","NH",2021,"Tourism and Recreation",410,6266,174356547,201851465.802309,426000000,366000000,2024,33000,"New Hampshire","State",5,500,6390,189478226.87,501770835.12,372034862.22,343,5389,157472680,381000000,328000000
"645","New Jersey","NJ",2021,"Living Resources",233,2215,135972791,157414835.273337,410000000,357000000,2024,34000,"New Jersey","State",2,302,2266,139908503,369844575.795412,303453648.401458,142,1262,64549528,118000000,102000000
"646","New Jersey","NJ",2021,"Marine Construction",127,2274,229517039,265710416.453567,429000000,376000000,2024,34000,"New Jersey","State",1,130,2255,226208469,395390494.487034,277837472.332977,113,2097,211189705,394000000,346000000
"647","New Jersey","NJ",2021,"Marine Transportation",820,69908,4111826999,4760235959.47201,6992000000,6212000000,2024,34000,"New Jersey","State",6,880,75737,4869075692,7472475480.99862,7009986212.99035,580,51406,2767644155,3789000000,3462000000
"648","New Jersey","NJ",2021,"Offshore Mineral Resources",67,795,66349267,76812125.22677,220000000,195000000,2024,34000,"New Jersey","State",3,76,684,55112593,149294916.146763,150556502.480868,11,178,16302764,42000000,36000000
"649","New Jersey","NJ",2021,"Ship and Boat Building",31,1442,88842715,102852645.972973,167000000,165000000,2024,34000,"New Jersey","State",4,33,1441,88746343,172992652.507625,157982189.002773,6,62,3250311,6000000,6000000
"650","New Jersey","NJ",2021,"Tourism and Recreation",7652,94310,2655840465,3074649611.98661,5626000000,4821000000,2024,34000,"New Jersey","State",5,8303,90866,2588046049,5472282318.44723,4026097236.67945,6917,84719,2378489102,4937000000,4223000000
"651","New York","NY",2021,"Living Resources",662,4459,224109517,259450163.177387,780000000,675000000,2024,36000,"New York","State",2,686,4530,224071496,594126271.56,484846977.94,608,4113,205059816,332000000,289000000
"652","New York","NY",2021,"Marine Construction",249,3562,397769663,460495409.414765,833000000,730000000,2024,36000,"New York","State",1,249,3163,355455352,635708676.25,446708078.31,196,3163,355455352,672000000,590000000
"653","New York","NY",2021,"Marine Transportation",708,28962,1610012826,1863901607.00673,2572000000,2343000000,2024,36000,"New York","State",6,686,30376,2113014038,3169743128,3104052338.3,453,21906,1173334474,1558000000,1467000000
"654","New York","NY",2021,"Offshore Mineral Resources",136,1322,105315621,121923225.398668,317000000,287000000,2024,36000,"New York","State",3,136,593,48911527,124061476.39,125525702.44,28,593,48911527,119000000,101000000
"655","New York","NY",2021,"Ship and Boat Building",33,923,84654250,98003686.6878459,148000000,147000000,2024,36000,"New York","State",4,33,923,84654250,139597959.36,127477370.06,NA,NA,NA,NA,NA
"656","New York","NY",2021,"Tourism and Recreation",22263,258625,10239039328,11853670693.6397,26057000000,22951000000,2024,36000,"New York","State",5,21302,246336,9608183410.4,22560525152,16815612655,20417,243843,9516941050,23708000000,20824000000
"657","North Carolina","NC",2021,"Living Resources",121,2071,69383046,80324312.3588498,286000000,255000000,2024,37000,"North Carolina","State",2,244,2267,80186420,344218546.262102,294374976.663987,64,823,28330186,62000000,54000000
"658","North Carolina","NC",2021,"Marine Construction",99,680,39625189,45873829.6028714,87000000,76000000,2024,37000,"North Carolina","State",1,101,688,39038144,73861001.0038676,51901511.2271871,83,566,32458817,66000000,57000000
"659","North Carolina","NC",2021,"Marine Transportation",88,1896,98477781,114007101.493392,259000000,231000000,2024,37000,"North Carolina","State",6,121,2093,106581082,187481594.693978,151559003.323111,14,750,26387987,42000000,34000000
"660","North Carolina","NC",2021,"Offshore Mineral Resources",17,46,2935374,3398264.79884811,19000000,16000000,2024,37000,"North Carolina","State",3,18,71,3442899,12153481.7788498,12143594.2858506,3,8,787976,1000000,1000000
"661","North Carolina","NC",2021,"Ship and Boat Building",63,2445,123549910,143032944.830904,678000000,671000000,2024,37000,"North Carolina","State",4,66,2443,123558467,1139840268.96902,1040956690.07983,11,311,16595634,98000000,96000000
"662","North Carolina","NC",2021,"Tourism and Recreation",2896,44648,1007126849,1165944346.56145,2330000000,2007000000,2024,37000,"North Carolina","State",5,2873,43410,975878628,2258781455.79332,1664527737.17746,2426,40581,900081990,1922000000,1643000000
"663","Ohio","OH",2021,"Living Resources",26,368,19016408,22015175.228197,37000000,32000000,2024,39000,"Ohio","State",2,60,447,19040713,72899644.5223349,66237289.5086957,NA,NA,NA,NA,NA
"664","Ohio","OH",2021,"Marine Construction",43,514,39997139,46304434.0476535,85000000,74000000,2024,39000,"Ohio","State",1,44,425,29235558,52424408.2272903,36838332.4959107,27,256,19270019,36000000,32000000
"665","Ohio","OH",2021,"Marine Transportation",197,16827,838412681,970625027.396961,1157000000,1073000000,2024,39000,"Ohio","State",6,244,17947,978776922,1352437594.05164,1284965768.88192,135,15506,760762089,956000000,896000000
"666","Ohio","OH",2021,"Offshore Mineral Resources",39,226,18568204,21496292.6910196,139000000,123000000,2024,39000,"Ohio","State",3,41,243,17118402,184701183.748349,244277045.487614,8,34,4031231,6000000,6000000
"667","Ohio","OH",2021,"Ship and Boat Building",19,293,15816545,18310713.5278408,46000000,45000000,2024,39000,"Ohio","State",4,19,293,15816545,63186693.6801498,57703729.8447953,NA,NA,NA,NA,NA
"668","Ohio","OH",2021,"Tourism and Recreation",2269,34768,736436680,852568059.865616,1706000000,1468000000,2024,39000,"Ohio","State",5,2377,36669,814281826,1859530794.10095,1380744593.84354,1736,27986,581909223,1232000000,1033000000
"669","Oregon","OR",2021,"Living Resources",199,2325,124997914,144709290.016186,314000000,287000000,2024,41000,"Oregon","State",2,277,2377,127353195,287700012.498106,244452162.306196,89,1197,55912882,118000000,109000000
"670","Oregon","OR",2021,"Marine Construction",44,389,33867043,39207660.2869791,81000000,71000000,2024,41000,"Oregon","State",1,46,508,44575826,67975934.9209915,47766313.5051728,33,366,31904475,51000000,45000000
"671","Oregon","OR",2021,"Marine Transportation",185,10302,589419412,682367103.980392,1211000000,1102000000,2024,41000,"Oregon","State",6,172,11391,734391248,1146812309.33223,1076877962.36227,108,9290,518651027,692000000,629000000
"672","Oregon","OR",2021,"Offshore Mineral Resources",25,363,24488194,28349827.2001323,87000000,72000000,2024,41000,"Oregon","State",3,25,542,34504548,91106546.2931967,91165656.468739,8,202,12434854,40000000,32000000
"673","Oregon","OR",2021,"Ship and Boat Building",45,1615,120370517,139352181.780856,228000000,226000000,2024,41000,"Oregon","State",4,50,1617,120630456,210898366.400392,192605575.088158,NA,NA,NA,NA,NA
"674","Oregon","OR",2021,"Tourism and Recreation",1973,24073,678129265,785065937.186217,1535000000,1348000000,2024,41000,"Oregon","State",5,1924,23810,668194358,1555714596.98273,1172194453.78073,1463,20033,568994980,1250000000,1096000000
"675","Pennsylvania","PA",2021,"Living Resources",71,1443,63344622,73333667.2571855,101000000,85000000,2024,42000,"Pennsylvania","State",2,160,1549,68286542,183737838.764693,157232876.289719,65,693,35117304,70000000,59000000
"676","Pennsylvania","PA",2021,"Marine Construction",16,166,14476042,16758822.8350608,25000000,22000000,2024,42000,"Pennsylvania","State",1,18,119,9085423,14830724.1507624,10421429.513571,8,61,3425752,5000000,5000000
"677","Pennsylvania","PA",2021,"Marine Transportation",164,8260,466254701,539780101.346056,693000000,622000000,2024,42000,"Pennsylvania","State",6,225,10364,658286796,1145203244.93243,1099755645.0946,88,6190,321016365,429000000,381000000
"678","Pennsylvania","PA",2021,"Offshore Mineral Resources",22,89,6510284,7536914.93685013,58000000,74000000,2024,42000,"Pennsylvania","State",3,25,95,8184005,32571282.7080225,41030755.9402489,5,35,2889642,4000000,4000000
"679","Pennsylvania","PA",2021,"Ship and Boat Building",21,804,58072811,67230523.8582409,91000000,90000000,2024,42000,"Pennsylvania","State",4,22,801,57930114,89208195.2777981,81465924.8107076,10,404,35482845,55000000,54000000
"680","Pennsylvania","PA",2021,"Tourism and Recreation",2778,32406,879682964,1018403371.93533,2041000000,1763000000,2024,42000,"Pennsylvania","State",5,2401,28839,842374383,1978263658.70737,1471593200.68089,2491,30521,828694048,1913000000,1649000000
"681","Rhode Island","RI",2021,"Living Resources",104,581,38317164,44359537.2934463,125000000,111000000,2024,44000,"Rhode Island","State",2,107,582,39388693,128196137.472744,107038945.860566,79,501,36367622,4379000000,4103000000
"682","Rhode Island","RI",2021,"Marine Construction",30,150,13922342,16117806.7649177,24000000,21000000,2024,44000,"Rhode Island","State",1,24,143,16675363,28265642.5609683,19861905.3125861,NA,NA,NA,NA,NA
"683","Rhode Island","RI",2021,"Marine Transportation",62,2753,204570496,236829962.495198,272000000,262000000,2024,44000,"Rhode Island","State",6,58,2905,233943663,363965484.007869,366784614.775432,39,1588,79507500,106000000,97000000
"684","Rhode Island","RI",2021,"Offshore Mineral Resources",17,139,9139480,10580718.4330577,53000000,43000000,2024,44000,"Rhode Island","State",3,14,135,8628707,48810617.7403045,49474845.4850901,6,6,589101,1000000,1000000
"685","Rhode Island","RI",2021,"Ship and Boat Building",37,5246,342190068,396151264.844526,687000000,679000000,2024,44000,"Rhode Island","State",4,37,5245,342150891,602892714.125547,550628021.686021,1,5,653634,1000000,1000000
"686","Rhode Island","RI",2021,"Tourism and Recreation",2709,34990,952642418,1102868067.56472,2213000000,1917000000,2024,44000,"Rhode Island","State",5,2195,32163,922521867,2150522648.76592,1610726163.3973,0,NA,NA,0,0
"687","South Carolina","SC",2021,"Living Resources",69,495,17375339,20115319.8911699,42000000,34000000,2024,45000,"South Carolina","State",2,112,500,17369021,45770553.6739905,37740270.2869713,32,204,6912958,5000000,4000000
